,model,km_driven,seller_type,transmission,owner,engine,max_power,torque,seats,LPG,CNG,Petrol,Diesel
5803,2011 Honda City 1.5 V MT,35000,Individual,Manual,First Owner,1497 CC,118 bhp,146Nm at 4800 rpm,5.0,False,False,True,False
5804,2003 Hyundai Accent GLE,70000,Individual,Manual,Second Owner,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5.0,False,False,True,False
5805,2011 Maruti Alto LX,60000,Individual,Manual,3,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,False,False,True,False
5806,2016 Volkswagen Polo 1.2 MPI Comfortline,120000,Individual,Manual,Second Owner,1199 CC,74 bhp,110Nm@ 3000-4300rpm,5.0,False,False,True,False
5807,2009 Ford Fiesta 1.4 SXi TDCi,163000,Dealer,Manual,First Owner,,,,,False,False,False,True
5808,2011 Volkswagen Polo Diesel Trendline 1.2L,222300,Individual,Manual,First Owner,1199 CC,73.9 bhp,180Nm@ 2000rpm,5.0,False,False,False,True
5809,2013 Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,100000,Individual,Manual,Second Owner,2494 CC,100.57 bhp,200Nm@ 1400-3400rpm,7.0,False,False,False,True
5810,2013 Maruti Ritz LDi,120000,Individual,Manual,1,1248 CC,73.94 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5811,2011 Maruti Swift VDI BSIV,160000,Individual,Manual,First Owner,,,,,False,False,False,True
5812,2010 Tata Sumo MKII Turbo 2.0 LX,90000,Individual,Manual,First Owner,1948 CC,90 bhp,190Nm@ 2000-3000,9.0,False,False,False,True
5813,2012 Hyundai Sonata 2.4 GDi MT,330000,Individual,Manual,Second Owner,2359 CC,198.25 bhp,250Nm@ 4250rpm,5.0,False,False,True,False
5814,2017 Maruti Swift VVT VXI,20000,Individual,Manual,First Owner,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,False,False,True,False
5815,2020 Maruti Alto 800 LXI CNG,16000,Individual,Manual,1,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,False,True,False,False
5816,2016 Hyundai Grand i10 Sportz,30000,Individual,Manual,Second Owner,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
5817,2009 Maruti Swift 1.3 VXi,50000,Individual,Manual,First Owner,,,,,False,False,True,False
5818,2012 Mahindra Quanto C8,210000,Individual,Manual,First Owner,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0,False,False,False,True
5819,2015 Hyundai i10 Sportz 1.1L,20000,Individual,Manual,First Owner,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,False,False,True,False
5820,2018 Renault KWID 1.0 RXT Optional,20000,Individual,Manual,1,999 CC,67 bhp,91Nm@ 4250rpm,5.0,False,False,True,False
5821,2015 Toyota Innova 2.5 G (Diesel) 8 Seater,100000,Individual,Manual,First Owner,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,8.0,False,False,False,True
5822,2015 Toyota Innova 2.5 VX (Diesel) 7 Seater,40000,Individual,Manual,First Owner,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7.0,False,False,False,True
5823,2016 Jaguar XF 3.0 Litre S Premium Luxury,35000,Individual,Automatic,First Owner,2993 CC,270.9 bhp,600Nm@ 2000rpm,5.0,False,False,False,True
5824,2012 Volkswagen Vento Diesel Highline,120000,Individual,Manual,Second Owner,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,False,False,False,True
5825,2018 Mahindra TUV 300 T10,50000,Individual,Manual,2,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0,False,False,False,True
5826,2012 Hyundai Verna 1.6 SX,100000,Individual,Manual,Second Owner,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,False,False,False,True
5827,2010 Honda City 1.5 V MT Exclusive,91000,Individual,Manual,Second Owner,1497 CC,118 bhp,146Nm at 4800 rpm,5.0,False,False,True,False
5828,2017 Jeep Compass 2.0 Longitude Option BSIV,50000,Individual,Manual,First Owner,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5.0,False,False,False,True
5829,2015 Fiat Linea 1.3 Multijet Active,67000,Individual,Manual,First Owner,1248 CC,91.7 bhp,209Nm@ 2000rpm,5.0,False,False,False,True
5830,2015 Hyundai Grand i10 Sportz,40000,Individual,Manual,1,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
5831,2013 Maruti Ritz ZDi,100000,Individual,Manual,Second Owner,1248 CC,73.94 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5832,2008 Honda City 2017-2020 GXi,120000,Individual,Manual,Second Owner,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,False,False,True,False
5833,2013 Maruti Swift Dzire LDI,185000,Individual,Manual,First Owner,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5834,2016 Mahindra XUV500 AT W6 2WD,75000,Individual,Automatic,Third Owner,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,False,False,False,True
5835,2015 Hyundai Grand i10 CRDi Magna,80000,Individual,Manual,3,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5.0,False,False,False,True
5836,2019 Isuzu D-Max V-Cross Z Prestige,30000,Individual,Automatic,First Owner,1999 CC,147.9 bhp,350nm@ 1800-2600rpm,5.0,False,False,False,True
5837,2020 Tata Nexon 1.2 Revotron XM,5000,Individual,Manual,First Owner,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5.0,False,False,True,False
5838,2019 Volkswagen Polo 2015-2019 1.0 MPI Comfortline,10000,Individual,Manual,First Owner,999 CC,75 bhp,95Nm@ 3000-4300rpm,5.0,False,False,True,False
5839,2002 Hyundai Santro LP - Euro II,60000,Individual,Manual,First Owner,,,,,False,False,True,False
5840,2012 Maruti Ertiga VDI,140000,Individual,Manual,1,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,False,False,False,True
5841,2019 Hyundai Elite i20 Sportz Plus BSIV,19000,Individual,Manual,First Owner,1197 CC,81.86 bhp,117nm@ 4000rpm,5.0,False,False,True,False
5842,2017 Maruti Ertiga SHVS VDI,44600,Dealer,Manual,First Owner,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0,False,False,False,True
5843,2014 Volkswagen Polo GT TSI BSIV,28080,Dealer,Automatic,First Owner,1197 CC,103.25 bhp,175nm@ 1500-4100rpm,5.0,False,False,True,False
5844,2014 Hyundai i20 Magna 1.2,28800,Dealer,Manual,First Owner,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,False,False,True,False
5845,2018 Renault KWID RXT,21900,Dealer,Manual,1,799 CC,53.26 bhp,72Nm@ 4386rpm,5.0,False,False,True,False
5846,2014 Volkswagen Polo GT TSI BSIV,28100,Dealer,Automatic,First Owner,1197 CC,103.25 bhp,175nm@ 1500-4100rpm,5.0,False,False,True,False
5847,2014 Honda City i DTEC S,110000,Individual,Manual,Second Owner,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
5848,2016 Hyundai i20 Asta 1.4 CRDi,100000,Individual,Manual,First Owner,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,False,False,False,True
5849,2019 Maruti Swift Dzire AMT VDI,7673,Individual,Automatic,First Owner,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5850,2008 Maruti Wagon R LXI Minor,100000,Individual,Manual,2,1061 CC,67 bhp,84Nm@ 3500rpm,5.0,False,False,True,False
5851,2009 Tata Manza Aqua Safire,75000,Individual,Manual,Second Owner,1368 CC,90 bhp,116Nm@ 4750rpm,5.0,False,False,True,False
5852,2018 Maruti Swift Dzire AMT ZDI Plus,50000,Individual,Automatic,First Owner,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5853,2014 Hyundai Verna 1.4 VTVT,40000,Individual,Manual,First Owner,1396 CC,105.5 bhp,135.3Nm@ 5000rpm,5.0,False,False,True,False
5854,2016 Maruti Ertiga SHVS VDI,40000,Individual,Manual,First Owner,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0,False,False,False,True
5855,2012 Hyundai i20 1.2 Magna,100000,Individual,Manual,2,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,False,False,True,False
5856,2014 Mahindra Scorpio 1.99 S10,110000,Individual,Manual,First Owner,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,False,False,False,True
5857,2013 Chevrolet Beat Diesel LS,96272,Individual,Manual,First Owner,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0,False,False,False,True
5858,2015 BMW 3 Series 320d Prestige,74000,Individual,Automatic,First Owner,1995 CC,184 bhp,380Nm@ 1750-2750rpm,5.0,False,False,False,True
5859,2011 Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,168000,Individual,Manual,Second Owner,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7.0,False,False,False,True
5860,2019 Ford Aspire Titanium BSIV,7000,Individual,Manual,1,1194 CC,94.93 bhp,120Nm@ 4250rpm,5.0,False,False,True,False
5861,2017 Hyundai i20 Active 1.4 SX with AVN,60000,Individual,Manual,First Owner,1396 CC,88.73 bhp,219.66nm@ 1500-2750rpm,5.0,False,False,False,True
5862,2013 Tata Indigo CS eVX,60000,Individual,Manual,Second Owner,1396 CC,69.01 bhp,140Nm@ 1800-3000rpm,5.0,False,False,False,True
5863,2015 Maruti Wagon R VXI BS IV,22500,Individual,Manual,First Owner,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
5864,2020 Maruti Vitara Brezza ZDi AMT,7400,Individual,Automatic,First Owner,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
5865,2011 Maruti Swift Dzire VXi,70000,Individual,Manual,3,1298 CC,85.8 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
5866,2009 Maruti Wagon R LXI Minor,67000,Individual,Manual,First Owner,1061 CC,67 bhp,84Nm@ 3500rpm,5.0,False,False,True,False
5867,2009 Ford Fusion 1.4 TDCi Diesel,110000,Individual,Manual,Third Owner,1399 CC,68 bhp,"16@ 2,000(kgm@ rpm)",5.0,False,False,False,True
5868,2012 Maruti SX4 VDI,175000,Individual,Manual,Second Owner,1248 CC,88.8 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
5869,2014 Mahindra Scorpio LX BSIV,120000,Individual,Manual,First Owner,2179 CC,120 bhp,290Nm@ 1800-2800rpm,9.0,False,False,False,True
5870,2008 Tata Indica V2 DiCOR DLG BS-III,120000,Individual,Manual,3,1396 CC,70 bhp,"14.3@ 1,800-3,000(kgm@ rpm)",5.0,False,False,False,True
5871,2012 Mahindra Scorpio LX,370000,Individual,Manual,First Owner,2179 CC,120 bhp,290Nm@ 1800-2800rpm,9.0,False,False,False,True
5872,2014 Hyundai Verna 1.6 SX CRDi (O),150360,Individual,Manual,First Owner,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,False,False,False,True
5873,2017 Tata Tigor 1.05 Revotorq XZ,15000,Individual,Manual,First Owner,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,False,False,False,True
5874,2018 Renault KWID AMT,30000,Individual,Automatic,Second Owner,999 CC,67 bhp,91Nm@ 4250rpm,5.0,False,False,True,False
5875,2009 Maruti Swift Vdi BSIII,150000,Individual,Manual,1,1248 CC,75 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5876,2015 Maruti Swift VDI BSIV,100000,Individual,Manual,Second Owner,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5877,2011 Maruti Alto K10 LXI,70000,Individual,Manual,First Owner,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
5878,2011 Tata Nano Lx,40000,Individual,Manual,First Owner,624 CC,35 bhp,4.8kgm@ 3000rpm,4.0,False,False,True,False
5879,2008 Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,154000,Individual,Manual,Third Owner,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0,False,False,False,True
5880,2004 Hyundai Accent GLS 1.6 ABS,110000,Individual,Manual,2,1599 CC,94 bhp,12.5kgm@ 3500rpm,5.0,False,False,True,False
5881,2013 Maruti Ertiga VDI,120000,Individual,Manual,Second Owner,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,False,False,False,True
5882,2013 Tata Sumo Gold GX,145000,Individual,Manual,First Owner,2956 CC,83.83 bhp,250Nm@ 1000-2000rpm,7.0,False,False,False,True
5883,2017 Mahindra KUV 100 D75 K8,30000,Individual,Manual,First Owner,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0,False,False,False,True
5884,2014 Maruti Swift ZDi,90000,Individual,Manual,Second Owner,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5885,2011 Maruti Alto LXi,110000,Individual,Manual,4+,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,False,False,True,False
5886,2016 Mahindra Scorpio 1.99 S4,70000,Individual,Manual,First Owner,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,False,False,False,True
5887,2012 Hyundai i20 1.4 CRDi Sportz,40000,Individual,Manual,Second Owner,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,False,False,False,True
5888,2010 Mahindra Scorpio SLE BSIV,166000,Individual,Manual,Third Owner,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0,False,False,False,True
5889,2011 Hyundai i10 Sportz,100000,Individual,Manual,Third Owner,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,False,False,True,False
5890,2009 Maruti Wagon R LXI Minor,75000,Individual,Manual,3,1061 CC,67 bhp,84Nm@ 3500rpm,5.0,False,False,True,False
5891,2013 Hyundai EON Era,42130,Individual,Manual,First Owner,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,False,False,True,False
5892,2010 Maruti Ritz LXI,53000,Individual,Manual,Second Owner,1197 CC,85.80 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
5893,2006 Maruti Zen LXI,106000,Individual,Manual,Second Owner,993 CC,60 bhp,78Nm@ 4500rpm,5.0,False,False,True,False
5894,2005 Toyota Corolla DX,96000,Individual,Manual,Second Owner,1794 CC,125 bhp,"16.1@ 4,200(kgm@ rpm)",5.0,False,False,True,False
5895,2019 Maruti Baleno Sigma,10000,Individual,Manual,1,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,False,False,True,False
5896,2016 Maruti Swift Dzire VXI Optional,37000,Individual,Manual,First Owner,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0,False,False,True,False
5897,2018 Mahindra XUV500 AT W9 2WD,20000,Individual,Automatic,First Owner,2179 CC,138 bhp,330Nm@ 1600-2800rpm,7.0,False,False,False,True
5898,2017 Toyota Etios Liva 1.2 V Dual Tone,35000,Individual,Manual,First Owner,1197 CC,78.9 bhp,104Nm@ 3100rpm,5.0,False,False,True,False
5899,2016 Hyundai i20 2015-2017 Asta 1.2,50000,Individual,Manual,First Owner,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,False,False,True,False
5900,2020 Mahindra Bolero Pik-Up FB 1.7T,5000,Individual,Manual,1,2523 CC,70 bhp,200Nm@ 1400-2200rpm,2.0,False,False,False,True
5901,2011 Maruti Swift 1.3 ZXI,85000,Individual,Manual,First Owner,,,,,False,False,True,False
5902,2017 Hyundai Creta 1.6 CRDi SX,47000,Individual,Manual,Second Owner,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,False,False,False,True
5903,2017 Maruti Baleno Alpha 1.3,71000,Individual,Manual,First Owner,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5904,2017 Honda City i-DTEC ZX,50000,Individual,Manual,First Owner,1498 CC,97.9 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
5905,2015 Tata Zest Quadrajet 1.3 XMS,57000,Individual,Manual,1,1248 CC,88.7 bhp,200Nm@ 1750-3000rpm,5.0,False,False,False,True
5906,2010 Maruti Wagon R VXI BS IV,43000,Individual,Manual,First Owner,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
5907,2014 Maruti Swift Dzire VDI,60000,Individual,Manual,First Owner,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5908,2014 Maruti Swift Dzire VXI,60000,Individual,Manual,First Owner,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
5909,2015 Hyundai i20 Asta 1.4 CRDi,40000,Individual,Manual,First Owner,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,False,False,False,True
5910,2011 Maruti A-Star Vxi,60000,Individual,Manual,1,998 CC,66.1 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
5911,2015 Honda City i VTEC CVT VX,30000,Individual,Automatic,First Owner,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0,False,False,True,False
5912,2015 Hyundai i20 Asta Option 1.4 CRDi,160000,Individual,Manual,Second Owner,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,False,False,False,True
5913,2007 Toyota Innova 2.5 E Diesel PS 7-Seater,147500,Individual,Manual,Second Owner,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7.0,False,False,False,True
5914,2013 Volkswagen Polo Diesel Trendline 1.2L,90000,Individual,Manual,Third Owner,1199 CC,73.9 bhp,180Nm@ 2000rpm,5.0,False,False,False,True
5915,2015 Maruti Ciaz ZDi Plus SHVS,70000,Individual,Manual,2,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
5916,2007 Honda City 2017-2020 EXi,70000,Individual,Manual,First Owner,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,False,False,True,False
5917,2014 Mahindra Xylo D4,120000,Individual,Manual,First Owner,2489 CC,93.7 bhp,218Nm@ 1400-2600rpm,7.0,False,False,False,True
5918,2013 Hyundai EON Era Plus,75000,Individual,Manual,Second Owner,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,False,False,True,False
5919,2010 Honda City 1.5 V MT,85000,Individual,Manual,Second Owner,1497 CC,118 bhp,146Nm at 4800 rpm,5.0,False,False,True,False
5920,2012 Maruti Swift Dzire VDi,70000,Individual,Manual,3,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5921,2017 Volkswagen Ameo 1.5 TDI Highline 16 Alloy,29000,Individual,Manual,First Owner,1498 CC,108.495 bhp,250Nm@ 1500-3000rpm,5.0,False,False,False,True
5922,2014 Ford Endeavour 2.5L 4X2 MT,40000,Individual,Manual,Second Owner,2499 CC,141 bhp,330Nm@ 1800rpm,7.0,False,False,False,True
5923,2012 Hyundai Verna SX CRDi AT,90000,Individual,Automatic,First Owner,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,False,False,False,True
5924,2015 Mahindra TUV 300 T8 AMT,40000,Individual,Automatic,First Owner,1493 CC,100 bhp,230Nm@ 1500-2250rpm,7.0,False,False,False,True
5925,2015 Ford EcoSport 1.5 TDCi Titanium Plus BSIV,138000,Individual,Manual,1,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0,False,False,False,True
5926,2016 Maruti Swift VDI Optional,70000,Individual,Manual,First Owner,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5927,2019 Volkswagen Ameo 1.0 MPI Comfortline,30000,Individual,Manual,Second Owner,999 CC,75 bhp,95Nm@ 3000-4300rpm,5.0,False,False,True,False
5928,2013 Hyundai Verna 1.6 CRDI,125000,Individual,Manual,Third Owner,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5.0,False,False,False,True
5929,2015 Honda City i DTEC S,120000,Individual,Manual,Second Owner,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
5930,2013 Maruti Swift Dzire LDI,180000,Individual,Manual,2,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5931,2015 Tata Zest Revotron 1.2T XMS,20000,Individual,Manual,First Owner,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0,False,False,True,False
5932,2012 Renault Duster 85PS Diesel RxL Option,80000,Individual,Manual,First Owner,1461 CC,83.8 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
5933,2014 Toyota Innova 2.5 Z Diesel 7 Seater,110000,Individual,Manual,Second Owner,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7.0,False,False,False,True
5934,2013 Hyundai Verna 1.6 SX CRDi (O),80000,Individual,Manual,Second Owner,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,False,False,False,True
5935,2017 Toyota Platinum Etios 1.4 GXD,40000,Individual,Manual,1,1364 CC,67.05 bhp,170Nm@ 1800-2400rpm,5.0,False,False,False,True
5936,2018 Honda WR-V i-VTEC S,30000,Individual,Manual,First Owner,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,False,False,True,False
5937,2014 Ford Fiesta 1.5 TDCi Titanium,80000,Individual,Manual,First Owner,1498 CC,89.75 bhp,204Nm@ 2000-2750rpm,5.0,False,False,False,True
5938,2011 Skoda Laura Ambiente 2.0 TDI CR MT,140000,Individual,Manual,Second Owner,1968 CC,108.5 bhp,250Nm@ 1500-2500rpm,5.0,False,False,False,True
5939,2017 Maruti Alto K10 VXI,25000,Individual,Manual,First Owner,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
5940,2017 Maruti Swift Dzire VDI,20000,Individual,Manual,1,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5941,2016 Hyundai i20 Active SX Diesel,42323,Dealer,Manual,First Owner,1396 CC,88.76 bhp,219.66nm@ 1500-2750rpm,5.0,False,False,False,True
5942,2011 BMW X1 sDrive20d M Sport,42545,Dealer,Automatic,First Owner,1998 CC,190 bhp,400nm@ 1750-2500rpm,5.0,False,False,False,True
5943,2016 Maruti S-Cross 2017-2020 Delta DDiS 200 SH,32000,Dealer,Manual,First Owner,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
5944,2017 Maruti Swift Dzire VDI Optional,41232,Dealer,Manual,First Owner,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5945,2015 Mahindra Bolero B4,40200,Dealer,Manual,1,1498 CC,74.96 bhp,210nm@ 1600-2200rpm,7.0,False,False,False,True
5946,2013 Ford Ecosport Sports Diesel,48000,Dealer,Manual,Second Owner,1498 CC,98.96 bhp,215Nm@ 1750-2500rpm,5.0,False,False,False,True
5947,2014 Honda Amaze E Diesel BSIV,27233,Dealer,Manual,First Owner,1498 CC,98.63 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
5948,2011 Tata Manza Aura Safire,35000,Individual,Manual,First Owner,1368 CC,90 bhp,116Nm@ 4750rpm,5.0,False,False,True,False
5949,2005 Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,200000,Individual,Manual,Second Owner,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0,False,False,False,True
5950,2016 Tata Sumo EX,63000,Dealer,Manual,1,2956 CC,83.8 bhp,250Nm@ 1000-2000rpm,9.0,False,False,False,True
5951,2015 Mahindra Bolero B4,62000,Dealer,Manual,First Owner,1498 CC,74.96 bhp,210nm@ 1600-2200rpm,7.0,False,False,False,True
5952,2012 Tata New Safari 3L Dicor LX 4x2,68240,Dealer,Manual,First Owner,2956 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0,False,False,False,True
5953,2008 Mahindra Scorpio 1.99 S10 4WD,78000,Dealer,Manual,First Owner,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,False,False,False,True
5954,2017 Maruti Swift VDI BSIV,38000,Dealer,Manual,Second Owner,,,,,False,False,False,True
5955,2010 Maruti Wagon R VXI,35000,Dealer,Manual,1,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
5956,2018 Maruti Swift Dzire LXI,9000,Dealer,Manual,First Owner,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
5957,2016 Hyundai Creta 1.6 CRDi Anniversary Edition,39000,Dealer,Manual,First Owner,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,False,False,False,True
5958,2016 Hyundai Creta 1.4 CRDi S,39000,Dealer,Manual,First Owner,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5.0,False,False,False,True
5959,2015 Ford Ecosport 1.5 Diesel Titanium,92651,Dealer,Manual,First Owner,1498 CC,98.96 bhp,215Nm@ 1750-2500rpm,5.0,False,False,False,True
5960,2018 Maruti Swift LXi BSIV,28000,Dealer,Manual,1,1197 CC,85 bhp,"113Nm@ 4,500rpm",5.0,False,False,True,False
5961,2017 Hyundai EON Magna Plus,30000,Individual,Manual,First Owner,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,False,False,True,False
5962,2009 Mercedes-Benz E-Class E350 Petrol,80000,Individual,Automatic,Third Owner,3498 CC,272 bhp,355Nm@ 4500rpm,5.0,False,False,True,False
5963,2018 Hyundai Creta 1.6 CRDi SX,46000,Individual,Manual,First Owner,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,False,False,False,True
5964,2013 Volkswagen Polo Diesel Highline 1.2L,70000,Individual,Manual,Second Owner,1199 CC,73.9 bhp,180Nm@ 2000rpm,5.0,False,False,False,True
5965,2000 Maruti 800 Std,56194,Individual,Manual,4+,796 CC,37 bhp,59Nm@ 2500rpm,4.0,False,False,True,False
5966,2018 Maruti Swift ZXI Plus,40000,Individual,Manual,First Owner,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,False,False,True,False
5967,2015 Maruti Alto 800 VXI,40000,Individual,Manual,First Owner,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,False,False,True,False
