,model,selling_price,mileage
7322,2016 Maruti Vitara Brezza VDi,750000,24.3 kmpl
7323,2016 Maruti Swift VXI Optional,500000,20.4 kmpl
7324,2017 Audi Q3 2.0 TDI Quattro Premium Plus,2825000,15.73 kmpl
7325,2020 Honda Civic ZX Diesel BSIV,2125000,26.8 kmpl
7326,2018 BMW X1 sDrive20d M Sport,3350000,19.62 kmpl
7327,2019 Honda Jazz VX CVT,840000,18.2 kmpl
7328,2015 Honda Mobilio RS Option i DTEC,1000000,24.5 kmpl
7329,2017 Maruti Baleno Alpha 1.3,740000,27.39 kmpl
7330,2018 Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,1290000,22.15 kmpl
7331,2018 Toyota Innova Crysta 2.8 GX AT 8S BSIV,1800000,11.36 kmpl
7332,2020 Hyundai Grand i10 Nios Sportz,775000,20.7 kmpl
7333,2017 Renault Lodgy 85PS RxL,695000,21.04 kmpl
7334,2018 Hyundai Elite i20 Asta Option CVT BSIV,730000,17.4 kmpl
7335,2016 Chevrolet Trailblazer LTZ 4X2 AT,1295000,11.45 kmpl
7336,2016 Isuzu MU 7 AT Premium,1160000,12.08 kmpl
7337,2017 Mercedes-Benz GLC 220d 4MATIC,3300000,0.0 kmpl
7338,2018 Hyundai Santro Asta BSIV,540000,20.3 kmpl
7339,2016 Maruti Celerio ZXI Optional AMT BSIV,434999,23.1 kmpl
7340,2018 Mercedes-Benz GL-Class 220d 4MATIC Sport,4600000,17.9 kmpl
7341,2018 Force Gurkha Hard Top BS3 4WD,910000,17.0 kmpl
7342,2015 Hyundai Creta 1.6 CRDi SX,850000,19.67 kmpl
7343,2019 BMW X4 M Sport X xDrive20d,5800000,16.78 kmpl
7344,2014 Honda Amaze S i-Dtech,520000,25.8 kmpl
7345,2018 Mahindra Xylo D4,650000,14.95 kmpl
7346,2011 Maruti Swift Dzire LDi,430000,19.3 kmpl
7347,2013 Hyundai i20 Magna Optional 1.4 CRDi,360000,21.9 kmpl
7348,2013 Hyundai i20 Magna Optional 1.4 CRDi,350000,21.9 kmpl
7349,2016 Maruti Vitara Brezza ZDi Plus Dual Tone,791000,24.3 kmpl
7350,2015 Toyota Innova 2.5 G (Diesel) 7 Seater,950000,12.99 kmpl
7351,2019 Maruti Swift VDI,690000,28.4 kmpl
7352,2017 Hyundai Verna CRDi 1.6 EX,860000,22.0 kmpl
7353,2012 Maruti Swift Dzire Vdi BSIV,371000,19.3 kmpl
7354,2008 Tata Indica V2 DLX TC,45000,16.8 kmpl
7355,2006 Ford Fiesta 1.4 ZXi TDCi Limited Edition,55000,17.8 kmpl
7356,2011 Volkswagen Vento Diesel Highline,240000,20.54 kmpl
7357,2014 Maruti Swift VDI BSIV,495000,25.2 kmpl
7358,2005 Maruti Swift 1.3 LXI,170000,
7359,2015 Honda Jazz 1.2 S i VTEC,671000,18.7 kmpl
7360,2017 Maruti Swift VDI Optional,693000,25.2 kmpl
7361,2010 Maruti Swift VDI BSIV,352000,
7362,2016 Honda City i DTec SV,802999,26.0 kmpl
7363,2017 Honda City i VTEC VX,890000,17.8 kmpl
7364,2015 Maruti Swift LDI,495000,28.4 kmpl
7365,2018 Maruti Celerio ZXI Optional AMT BSIV,545000,23.1 kmpl
7366,2018 Maruti Baleno Zeta Automatic,775000,21.4 kmpl
7367,2017 Honda City i-DTEC ZX,925000,25.6 kmpl
7368,2019 Mahindra Marazzo M8,1450000,17.3 kmpl
7369,2018 Maruti Swift AMT VDI,790000,28.4 kmpl
7370,2017 Toyota Innova Crysta 2.4 VX MT 8S BSIV,1789999,13.68 kmpl
7371,2017 Maruti Baleno Delta,620000,21.01 kmpl
7372,2016 Maruti Celerio VDi,375000,27.62 kmpl
7373,2016 Maruti Swift VDI BSIV W ABS,595000,
7374,2016 Audi A4 35 TDI Premium Plus,2450000,18.25 kmpl
7375,2014 Mahindra XUV500 W8 2WD,850000,15.1 kmpl
7376,2017 Maruti Baleno Alpha CVT,750000,19.56 kmpl
7377,2018 Maruti Baleno Alpha,775000,21.01 kmpl
7378,2008 Maruti Swift Vdi BSIII,260000,17.8 kmpl
7379,2013 Audi A6 2.0 TDI Premium Plus,2000000,17.68 kmpl
7380,2017 Hyundai EON Sportz,300000,21.1 kmpl
7381,2016 Mahindra XUV500 AT W10 AWD,1300000,16.0 kmpl
7382,2017 Maruti Celerio VXI,380000,23.1 kmpl
7383,2017 Hyundai Grand i10 1.2 Kappa Sportz Option,480000,18.9 kmpl
7384,2016 Maruti Alto 800 LXI,240000,22.74 kmpl
7385,2014 Hyundai Verna 1.4 VTVT,500000,17.43 kmpl
7386,2015 Maruti Swift LXI Optional-O,420000,20.4 kmpl
7387,2011 Ford Figo Diesel ZXI,130000,20.0 kmpl
7388,2012 Maruti Alto K10 2010-2014 VXI,110000,20.92 kmpl
7389,2007 Maruti Alto LX BSIII,120000,19.7 kmpl
7390,2017 Maruti Swift Dzire AMT ZDI,700000,28.4 kmpl
7391,2018 Maruti Swift Dzire LDI,550000,28.4 kmpl
7392,2014 Tata Indigo CS LX (TDI) BS-III,190000,19.09 kmpl
7393,2018 Toyota Etios Liva 1.4 VD,665000,23.59 kmpl
7394,2014 Mahindra Xylo D4,445000,14.95 kmpl
7395,2012 Hyundai i20 Magna 1.4 CRDi (Diesel),340000,21.9 kmpl
7396,2009 Hyundai Sonata 2.0L CRDi MT,330000,13.6 kmpl
7397,2012 Tata Manza Club Class Quadrajet90 LX,270000,21.02 kmpl
7398,2015 Mahindra XUV500 AT W8 FWD,1044999,16.0 kmpl
7399,2009 Maruti Swift Ldi BSIV,279000,17.8 kmpl
7400,2018 Ford Aspire Trend Plus,620000,20.4 kmpl
7401,2007 Skoda Octavia L and K 1.9 TDI (MT),250000,16.6 kmpl
7402,2012 Hyundai Verna 1.6 SX VTVT AT,475000,15.74 kmpl
7403,2016 Chevrolet Cruze LTZ AT,750000,14.81 kmpl
7404,2015 Mitsubishi Pajero Sport Anniversary Edition,1250000,13.5 kmpl
7405,2014 Hyundai EON Era Plus,250000,21.1 kmpl
7406,2013 Honda Amaze VX i-DTEC,445000,25.8 kmpl
7407,2010 Volkswagen Jetta 2.0 TDI Comfortline,400000,15.0 kmpl
7408,2010 Hyundai i20 1.4 CRDi Era,350000,23.0 kmpl
7409,2012 Skoda Rapid Ultima 1.6 TDI Elegance,295000,20.5 kmpl
7410,2018 Maruti Swift Dzire VXI 1.2,600000,21.21 kmpl
7411,2018 Toyota Innova Crysta 2.4 GX MT 8S BSIV,1650000,13.68 kmpl
7412,2012 Maruti 800 AC,100000,16.1 kmpl
7413,2018 Ford Aspire Trend Plus,690000,20.4 kmpl
7414,2018 Hyundai i20 1.2 Asta,710000,18.6 kmpl
7415,2018 Hyundai EON 1.0 Kappa Magna Plus Optional,350000,20.3 kmpl
7416,2012 Maruti Alto K10 2010-2014 VXI,220000,20.92 kmpl
7417,2019 Renault Triber RXZ BSIV,700000,20.0 kmpl
7418,2013 Hyundai EON Magna Plus,198000,21.1 kmpl
7419,2011 Hyundai i20 1.4 CRDi Sportz,350000,23.0 kmpl
7420,2011 Tata Indigo CR4,210000,23.57 kmpl
7421,2011 Tata Indigo eCS LX BSIV,210000,23.03 kmpl
7422,2003 Hyundai Accent Gvs,70000,
7423,2014 Maruti Ritz ZDi,375000,23.2 kmpl
7424,2012 Maruti Swift Dzire VXi,380000,17.5 kmpl
7425,2010 Honda City 1.5 S MT,360000,17.0 kmpl
7426,2015 Mahindra XUV500 W6 2WD,944999,15.1 kmpl
7427,2016 Chevrolet Tavera Neo 3 LS 10 Seats BSIII,620000,13.58 kmpl
7428,2018 Toyota Platinum Etios 1.4 GXD,780000,23.59 kmpl
7429,2020 Maruti Swift LXI,445000,21.21 kmpl
7430,2018 Hyundai Xcent 1.2 VTVT S AT,575000,17.36 kmpl
7431,2018 Maruti S-Cross 2017-2020 Delta DDiS 200 SH,975000,25.1 kmpl
7432,2019 Tata Tiago 2019-2020 XZ Plus Dual Tone,450000,23.84 kmpl
7433,2009 Maruti Swift 1.3 VXi,198000,
7434,2017 Ford Figo 1.5D Trend MT,495000,25.83 kmpl
7435,2013 Toyota Innova 2.5 G (Diesel) 7 Seater,830000,12.99 kmpl
7436,2012 Mahindra XUV500 W6 2WD,800000,15.1 kmpl
7437,2010 Maruti Swift VDI BSIV W ABS,300000,
7438,2013 Maruti Ritz VDi,300000,23.2 kmpl
7439,2003 Mahindra Scorpio 2.6 SLX Turbo 7 Seater,200000,10.5 kmpl
7440,2017 Honda Brio 1.2 S MT,480000,18.5 kmpl
7441,2017 Honda BR-V i-DTEC VX MT,950000,21.9 kmpl
7442,2017 Honda BR-V i-VTEC VX MT,840000,15.4 kmpl
7443,2017 Hyundai Verna 1.6 CRDi S,800000,23.9 kmpl
7444,2017 Volkswagen Vento 1.5 TDI Comfortline,750000,22.27 kmpl
7445,2017 Hyundai EON Era Plus,254999,21.1 kmpl
7446,2016 Maruti Ertiga SHVS ZDI Plus,725000,24.52 kmpl
7447,2016 Mercedes-Benz B Class B200 CDI Sport,1859000,19.7 kmpl
7448,2012 Chevrolet Beat LT,145000,18.6 kmpl
7449,2018 Tata Nexon 1.2 Revotron XM,750000,17.0 kmpl
7450,2017 Volkswagen Ameo 1.5 TDI Comfortline AT,655000,22.0 kmpl
7451,2011 Ford Figo Diesel ZXI,210000,20.0 kmpl
7452,2011 Honda City 1.5 E MT,450000,17.0 kmpl
7453,2019 Hyundai Santro Sportz AMT BSIV,466000,20.3 kmpl
7454,2018 Ford Figo Aspire Facelift,624000,
7455,2015 Ford Figo 1.5D Titanium MT,580000,25.83 kmpl
7456,2019 Hyundai Santro Sportz BSIV,430000,20.3 kmpl
7457,2012 Tata Indigo CS eLX BS IV,155000,23.03 kmpl
7458,2017 Datsun RediGO 1.0 S,240000,22.5 kmpl
7459,2016 Toyota Etios G,540000,16.78 kmpl
7460,2013 Tata Indigo CS LX (TDI) BS III,250000,19.09 kmpl
7461,2012 Tata Indigo eCS VX BSIV,260000,25.0 kmpl
7462,2011 Mahindra Scorpio LX,550000,12.05 kmpl
7463,2014 Ford Ecosport 1.0 Ecoboost Titanium Optional,550000,18.88 kmpl
7464,2015 Renault Duster 110PS Diesel RxL,600000,19.01 kmpl
7465,2017 Ford Figo Aspire 1.5 TDCi Titanium,550000,25.83 kmpl
7466,2011 Mahindra Bolero SLX,370000,13.6 kmpl
7467,2008 Hyundai i10 Magna 1.1L,250000,19.81 kmpl
7468,2005 Maruti Alto LXi BSIII,125000,19.7 kmpl
7469,2010 Tata Indica Vista Aqua 1.4 TDI,200000,17.0 kmpl
7470,2017 Honda WR-V i-DTEC S,675000,25.5 kmpl
7471,1999 Mitsubishi Lancer 2.0 GLd,150000,14.8 kmpl
7472,2010 Tata Indigo eCS GLX,290000,15.64 kmpl
7473,2002 Maruti Esteem Lxi,95000,
7474,2018 Maruti Ciaz 1.3 Zeta,889000,28.09 kmpl
7475,2016 Volkswagen Ameo 1.2 MPI Comfortline,400000,17.0 kmpl
7476,2018 Renault KWID RXT Optional,390000,25.17 kmpl
7477,2017 Jeep Compass 2.0 Longitude BSIV,1550000,17.1 kmpl
7478,2014 Hyundai Verna 1.6 SX CRDi (O),600000,22.32 kmpl
7479,2018 Hyundai Elite i20 Asta Option CVT BSIV,800000,17.4 kmpl
7480,2013 Maruti Ertiga ZDI,600000,20.77 kmpl
7481,2015 Hyundai Verna 1.6 VTVT SX,795000,17.01 kmpl
7482,2016 Hyundai i20 Asta Option 1.4 CRDi,735000,22.54 kmpl
7483,2005 Skoda Octavia L and K 1.9 TDI MT,250000,16.4 kmpl
7484,2018 Renault KWID AMT,400000,24.04 kmpl
7485,2005 Hyundai Accent CRDi,130000,13.1 kmpl
7486,2015 Renault Lodgy 85PS RxE,600000,21.04 kmpl
7487,2014 Mahindra Xylo D2 BSIV,395000,14.0 kmpl
7488,2016 Hyundai i20 Active 1.4 SX,720000,21.19 kmpl
7489,2011 Honda City S,450000,16.8 kmpl
7490,2018 Ford Figo Aspire 1.2 Ti-VCT Titanium,700000,18.16 kmpl
7491,2015 Honda Mobilio RS Option i DTEC,1000000,24.5 kmpl
7492,2020 Hyundai Santro Magna,500000,20.3 kmpl
7493,2007 Maruti 800 AC BSII,125000,16.1 kmpl
7494,2015 Renault Lodgy 85PS RxZ,690000,21.04 kmpl
7495,2017 Jeep Compass 2.0 Limited,1550000,17.1 kmpl
7496,2013 Tata Indica V2 1.2 GLE BSIII,170000,15.3 kmpl
7497,2010 Fiat Linea Emotion (Diesel),275000,20.4 kmpl
7498,2007 Toyota Innova 2.5 V Diesel 8-seater,500000,12.8 kmpl
7499,2013 Volkswagen Jetta 2.0L TDI Highline,950000,19.33 kmpl
7500,2019 Maruti Swift Dzire ZDI,802999,28.4 kmpl
7501,2013 Maruti Swift Dzire VDI,470000,23.4 kmpl
7502,2015 Renault KWID RXT,300000,25.17 kmpl
7503,2014 Renault Duster 110PS Diesel RxL,600000,19.01 kmpl
7504,2013 Ford Figo Diesel Celebration Edition,275000,20.0 kmpl
7505,2018 Mahindra KUV 100 D75 K8,700000,25.32 kmpl
7506,2014 Mercedes-Benz GL-Class 350 CDI Blue Efficiency,3250000,11.3 kmpl
7507,2020 Volkswagen Ameo 1.5 TDI Comfortline,800000,21.66 kmpl
7508,2014 Audi A6 2.0 TDI,2200000,17.68 kmpl
7509,2007 Hyundai Verna CRDi SX ABS,245000,18.1 kmpl
7510,2010 Hyundai Verna CRDi SX,310000,16.8 kmpl
7511,2007 Hyundai Verna CRDi SX ABS,245000,18.1 kmpl
7512,2011 Volkswagen Polo Petrol Comfortline 1.2L,450000,16.47 kmpl
7513,2013 Volkswagen Jetta 2.0L TDI Highline AT,850000,16.96 kmpl
7514,2004 Honda CR-V 2.4 4WD AT,325000,10.1 kmpl
7515,2013 Maruti Swift VDI,409999,22.9 kmpl
7516,2018 Volvo XC60 Inscription D5 BSIV,5500000,11.2 kmpl
7517,2015 Hyundai Creta 1.6 CRDi SX Option,1000000,19.67 kmpl
7518,2016 Hyundai Xcent 1.1 CRDi SX,590000,24.4 kmpl
7519,2019 Nissan Kicks XV D BSIV,1200000,20.45 kmpl
7520,2008 Ford Fiesta 1.4 SXi TDCi ABS,175000,17.8 kmpl
7521,2011 Chevrolet Optra Magnum 2.0 LT,300000,16.52 kmpl
7522,2017 Toyota Innova Crysta 2.8 ZX AT BSIV,2175000,11.36 kmpl
7523,2019 Honda City i-DTEC VX,1110000,25.6 kmpl
7524,2000 Mitsubishi Lancer 2.0 LXd,150000,14.8 kmpl
7525,2013 Volkswagen Vento Diesel Highline,325000,20.54 kmpl
7526,2010 Ford Fiesta 1.4 SXi TDCi ABS,325000,17.8 kmpl
7527,2008 Honda City 2017-2020 GXi,280000,17.7 kmpl
7528,2008 Maruti Estilo LXI,160000,
7529,2016 Honda City i DTec E,765000,26.0 kmpl
7530,2014 Honda City i DTEC V,640000,26.0 kmpl
7531,2007 Tata Indica V2 DLE BSIII,65000,17.88 kmpl
7532,2007 Skoda Octavia Ambiente 1.9 TDI MT,195000,18.7 kmpl
7533,2017 Maruti Alto 800 LXI,295000,24.7 kmpl
7534,2012 Maruti Swift Dzire ZDI,625000,23.4 kmpl
7535,2009 Maruti Wagon R LX Minor,160000,18.9 kmpl
7536,2015 Maruti Celerio VXI,330000,23.1 kmpl
7537,2010 Ford Figo Petrol LXI,180000,15.6 kmpl
7538,2003 Fiat Palio 1.2 ELX,70000,
7539,2012 Maruti Omni 8 Seater BSIV,150000,14.0 kmpl
7540,2011 Hyundai i10 Era,300000,19.81 kmpl
7541,2018 Hyundai i20 1.2 Asta Dual Tone,730000,18.6 kmpl
7542,2017 Maruti Vitara Brezza LDi,650000,24.3 kmpl
7543,2019 Maruti Alto 800 CNG LXI Optional,330000,33.44 km/kg
7544,2019 Maruti Alto K10 VXI Airbag,366000,23.95 kmpl
7545,2019 Hyundai Verna VTVT 1.6 SX Option,1149000,17.0 kmpl
7546,2016 Datsun GO D,150000,20.63 kmpl
7547,2013 Hyundai Santro Xing GL Plus,187000,17.92 kmpl
7548,2011 Tata Safari DICOR 2.2 LX 4x2,425000,13.93 kmpl
7549,2012 Maruti 800 Std,150000,16.1 kmpl
7550,2018 Ford Aspire Trend Plus,620000,20.4 kmpl
7551,2007 Skoda Octavia L and K 1.9 TDI (MT),250000,16.6 kmpl
7552,2012 Hyundai Verna 1.6 SX VTVT AT,475000,15.74 kmpl
7553,2016 Chevrolet Cruze LTZ AT,750000,14.81 kmpl
7554,2015 Mitsubishi Pajero Sport Anniversary Edition,1250000,13.5 kmpl
7555,2014 Hyundai EON Era Plus,250000,21.1 kmpl
7556,2013 Honda Amaze VX i-DTEC,445000,25.8 kmpl
7557,2010 Volkswagen Jetta 2.0 TDI Comfortline,400000,15.0 kmpl
7558,2010 Hyundai i20 1.4 CRDi Era,350000,23.0 kmpl
7559,2012 Skoda Rapid Ultima 1.6 TDI Elegance,295000,20.5 kmpl
7560,2018 Maruti Swift Dzire VXI 1.2,600000,21.21 kmpl
7561,2018 Toyota Innova Crysta 2.4 GX MT 8S BSIV,1650000,13.68 kmpl
7562,2012 Maruti 800 AC,100000,16.1 kmpl
7563,2018 Ford Aspire Trend Plus,690000,20.4 kmpl
7564,2018 Hyundai i20 1.2 Asta,710000,18.6 kmpl
7565,2018 Hyundai EON 1.0 Kappa Magna Plus Optional,350000,20.3 kmpl
7566,2012 Maruti Alto K10 2010-2014 VXI,220000,20.92 kmpl
7567,2019 Renault Triber RXZ BSIV,700000,20.0 kmpl
7568,2013 Hyundai EON Magna Plus,198000,21.1 kmpl
7569,2011 Hyundai i20 1.4 CRDi Sportz,350000,23.0 kmpl
7570,2016 Maruti Baleno Alpha 1.2,650000,21.4 kmpl
7571,2015 Mahindra Verito 1.5 D4 BSIV,380000,21.03 kmpl
7572,2014 Tata Zest Revotron 1.2 XT,360000,17.57 kmpl
7573,2012 Skoda Rapid 1.6 MPI Elegance,385000,15.0 kmpl
7574,2012 Hyundai Verna 1.6 SX CRDi (O),590000,22.32 kmpl
7575,2013 Mahindra XUV500 W4,750000,15.1 kmpl
7576,2011 Fiat Grande Punto 1.3 Emotion (Diesel),254999,20.3 kmpl
7577,2015 Hyundai Grand i10 SportZ Edition,499000,18.9 kmpl
7578,2018 Maruti Swift Dzire AMT ZDI Plus,730000,28.4 kmpl
7579,2016 Honda Jazz 1.5 V i DTEC,650000,27.3 kmpl
7580,2012 Renault Pulse RxL,220000,23.08 kmpl
7581,2006 Maruti Swift 1.3 ZXI,229999,
7582,2006 Maruti Swift 1.3 VXi,215000,
7583,2006 Tata Indica V2 DLS TC,100000,16.8 kmpl
7584,2004 Hyundai Accent GLS 1.6,110000,14.4 kmpl
7585,2009 Tata Indica Vista Aqua 1.4 TDI,152000,17.0 kmpl
7586,2020 Maruti Ignis Zeta AMT,600000,20.89 kmpl
7587,2016 Chevrolet Tavera Neo 3 LS 10 Seats BSIII,620000,13.58 kmpl
7588,2018 Toyota Platinum Etios 1.4 GXD,780000,23.59 kmpl
7589,2020 Maruti Swift LXI,445000,21.21 kmpl
7590,2018 Hyundai Xcent 1.2 VTVT S AT,575000,17.36 kmpl
7591,2018 Maruti S-Cross 2017-2020 Delta DDiS 200 SH,975000,25.1 kmpl
7592,2019 Tata Tiago 2019-2020 XZ Plus Dual Tone,450000,23.84 kmpl
7593,2015 Ford Figo 1.5D Titanium MT,480000,25.83 kmpl
7594,2008 Maruti Omni MPI STD BSIII 8-STR W/ IMMOBILISER,110000,19.7 kmpl
7595,2006 Hyundai Santro Xing XL eRLX Euro II,105000,
7596,2018 BMW 6 Series GT 630d Luxury Line,5830000,17.09 kmpl
7597,2014 Hyundai i20 1.2 Magna Executive,415000,18.6 kmpl
7598,2015 Maruti Swift VXI BSIV,475000,22.0 kmpl
7599,2017 Maruti Ignis Zeta,525000,20.89 kmpl
7600,2015 Maruti Wagon R VXI 1.2,365000,20.52 kmpl
7601,2011 Maruti Swift VDI BSIV,375000,25.2 kmpl
7602,2018 Maruti Swift Dzire VDI,765000,28.4 kmpl
7603,2019 Maruti Swift Dzire VDI,770000,28.4 kmpl
7604,2018 Renault KWID RXT,350000,25.17 kmpl
7605,2015 Mahindra Scorpio 1.99 S6 Plus,875000,15.4 kmpl
7606,2014 Mahindra XUV500 W6 2WD,780000,15.1 kmpl
7607,2018 Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,990000,25.1 kmpl
7608,2019 Maruti Swift Dzire VDI,800000,28.4 kmpl
7609,2012 Hyundai Verna 1.6 SX,350000,22.32 kmpl
7610,2013 Volkswagen Polo Diesel Comfortline 1.2L,325000,22.07 kmpl
7611,2013 Volkswagen Polo Diesel Comfortline 1.2L,360000,22.07 kmpl
7612,2010 Maruti Alto K10 2010-2014 VXI,148000,20.92 kmpl
7613,2017 Maruti Baleno Delta 1.3,670000,27.39 kmpl
7614,2014 Toyota Etios Liva GD,430999,23.59 kmpl
7615,2017 Maruti Omni E MPI STD BS IV,260000,16.8 kmpl
7616,2012 Tata Nano Lx BSIV,70000,25.4 kmpl
7617,2019 Renault KWID Climber 1.0 MT BSIV,300000,23.01 kmpl
7618,2011 Mahindra Xylo E4,150000,14.0 kmpl
7619,2010 Ford Figo Diesel Titanium,260000,20.0 kmpl
7620,2012 Maruti Swift Dzire VDi,320000,19.3 kmpl
7621,2018 Tata Nexon 1.2 Revotron XM,700000,17.0 kmpl
7622,2012 Volkswagen Polo Petrol Highline 1.2L,415000,16.47 kmpl
7623,2008 Maruti Swift Vdi BSIII,260000,17.8 kmpl
7624,2011 Tata Nano Cx,70000,26.0 kmpl
7625,2015 Toyota Etios Liva G,515000,17.71 kmpl
7626,2016 Hyundai Verna 1.6 CRDi SX,803999,23.9 kmpl
7627,2007 Skoda Octavia L and K 1.9 TDI (MT),275000,16.6 kmpl
7628,2017 Ford EcoSport 1.5 TDCi Titanium BSIV,934000,22.77 kmpl
7629,2007 Ford Fiesta 1.4 Duratorq ZXI,210000,17.8 kmpl
7630,2014 Toyota Innova 2.5 G (Diesel) 8 Seater,1050000,12.99 kmpl
7631,2011 Chevrolet Tavera B2 8 Seats BSIII,650000,14.8 kmpl
7632,2012 Chevrolet Cruze LTZ,550000,17.3 kmpl
7633,2010 Chevrolet Tavera Neo LT-L - 9 seats BSII,285000,14.8 kmpl
7634,2015 Honda Jazz 1.2 VX i VTEC,700000,18.7 kmpl
7635,2016 Hyundai Grand i10 Sportz,525000,18.9 kmpl
7636,2011 Maruti Eeco 5 Seater AC BSIV,250000,15.37 kmpl
7637,2015 Maruti Swift Dzire ZDI,575000,26.59 kmpl
7638,2018 Tata Tiago 1.05 Revotorq XZ,540000,27.28 kmpl
7639,2012 Maruti Ertiga VXI,560000,16.02 kmpl
7640,2012 Volkswagen Vento Diesel Highline,380000,20.54 kmpl
7641,2011 Ford Figo Petrol Titanium,240000,15.6 kmpl
7642,2012 Chevrolet Spark 1.0 LT LPG,300000,13.2 km/kg
7643,2018 Datsun RediGO S,280000,22.7 kmpl
7644,2011 Maruti Ritz VDi,350000,21.1 kmpl
7645,2014 Tata Indica Vista TDI LS,110000,19.1 kmpl
7646,2018 Tata Nexon 1.5 Revotorq XZ Plus,980000,21.5 kmpl
7647,2018 Tata Nexon 1.5 Revotorq XZ Plus,969999,21.5 kmpl
7648,2016 Mahindra KUV 100 mFALCON D75 K8,357000,25.32 kmpl
7649,2014 Tata Indica Vista TDI LX,280000,19.1 kmpl
7650,2012 Mahindra Bolero 2011-2019 ZLX,430000,15.96 kmpl
7651,2014 Maruti Swift VDI BSIV,217000,
7652,2015 Maruti Alto 800 LXI Airbag,250000,22.74 kmpl
7653,2016 Chevrolet Enjoy 1.3 TCDi LS 8,525000,18.2 kmpl
7654,2018 Tata Tiago 1.2 Revotron XZ,500000,23.84 kmpl
7655,2019 Mahindra Scorpio S5 BSIV,1000000,16.36 kmpl
7656,2017 Maruti Alto 800 LXI Optional,316000,24.7 kmpl
7657,2018 Maruti Alto 800 VXI Optional,350000,24.7 kmpl
7658,2018 Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,950000,21.5 kmpl
7659,2005 Maruti 800 AC,45000,16.1 kmpl
7660,2013 Mahindra Bolero 2011-2019 SLX,475000,15.96 kmpl
7661,2020 Toyota Fortuner 2.8 4WD AT BSIV,3200000,15.04 kmpl
7662,2016 Mahindra TUV 300 T8,600000,18.49 kmpl
7663,2014 Volkswagen Vento 1.6 Highline,430000,15.04 kmpl
7664,2015 Hyundai Creta 1.6 CRDi SX,965000,19.67 kmpl
7665,2013 Skoda Rapid 1.6 MPI AT Elegance,395000,14.3 kmpl
7666,2008 Tata Sumo CX 9 Seater,150000,12.2 kmpl
7667,2013 Maruti Ertiga ZDI,700000,20.77 kmpl
7668,2012 Maruti Ritz VDi,250000,23.2 kmpl
7669,2013 Maruti Ertiga ZDI,680000,20.77 kmpl
7670,2018 Tata Tiago 1.2 Revotron XTA,500000,23.84 kmpl
7671,2013 Hyundai Grand i10 1.2 Kappa Asta,420000,18.9 kmpl
7672,2017 Maruti Alto K10 LXI,290000,23.95 kmpl
7673,2017 Maruti Swift Dzire VDI,750000,28.4 kmpl
7674,2015 Maruti Eeco 7 Seater Standard BSIV,300000,15.37 kmpl
7675,2011 Maruti Ritz VDi,250000,21.1 kmpl
7676,2014 Honda Brio Exclusive Edition,335000,19.4 kmpl
7677,2015 Hyundai Grand i10 AT Asta,465000,18.9 kmpl
7678,2007 Maruti Wagon R LXI Minor,100000,18.9 kmpl
7679,2007 Maruti Wagon R LX BSIII,100000,17.3 kmpl
7680,2013 Maruti Ertiga VDI,550000,20.77 kmpl
7681,2012 Maruti Swift Dzire VDi,341000,19.3 kmpl
7682,2017 Hyundai Grand i10 1.2 CRDi Sportz,600000,24.0 kmpl
7683,2014 Honda City i DTEC VX,650000,25.1 kmpl
7684,2008 Chevrolet Spark 1.0 PS,75527,16.0 kmpl
7685,2014 Tata Indigo CS eLX BS IV,215000,25.0 kmpl
7686,2017 Maruti Ciaz ZDi Plus SHVS,650000,28.09 kmpl
7687,2017 Renault Captur 1.5 Diesel RXT,900000,20.37 kmpl
7688,2014 Hyundai i20 Sportz 1.2,500000,18.6 kmpl
7689,2017 Maruti Baleno Delta 1.2,550000,21.4 kmpl
7690,2015 Maruti Swift VDI Optional,475000,25.2 kmpl
7691,2006 Maruti Wagon R LX,65000,18.9 kmpl
7692,2015 Hyundai Xcent 1.1 CRDi SX,425000,24.4 kmpl
7693,2012 Toyota Corolla Altis Diesel D4DJ,476999,21.43 kmpl
7694,2011 Chevrolet Spark 1.0 LS,150000,18.0 kmpl
7695,2011 Maruti Alto LXi,225000,19.7 kmpl
7696,2010 Maruti Alto LXi,190000,19.7 kmpl
7697,2003 Maruti Alto LX,100000,19.7 kmpl
7698,2011 Mahindra Bolero SLE BSIII,400000,13.6 kmpl
7699,2018 Audi Q5 35TDI Premium Plus,3975000,17.01 kmpl
7700,2016 Honda CR-V 2.0L 2WD AT,1350000,13.7 kmpl
7701,2019 Lexus ES 300h,5150000,22.37 kmpl
7702,2017 Jaguar XF 2.0 Diesel Portfolio,3200000,19.33 kmpl
7703,2017 Jeep Wrangler 2016-2019 3.6 4X4,4100000,9.5 kmpl
7704,2018 Mahindra Thar CRDe AC,900000,16.55 kmpl
7705,2016 Toyota Camry 2.5 Hybrid,2000000,19.16 kmpl
7706,2016 Honda Jazz VX,550000,18.2 kmpl
7707,2013 Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,12.99 kmpl
7708,2019 Honda Amaze V CVT Petrol BSIV,779000,19.0 kmpl
7709,2018 BMW 5 Series 520d Sport Line,4000000,22.48 kmpl
7710,2019 Mercedes-Benz E-Class Exclusive E 200 BSIV,5200000,15.0 kmpl
